,instrument_token,tradingsymbol,name,instrument_type,segment,exchange
95764,1423105,70MZ34-SG,,EQ,NSE,NSE
95765,1562369,70NL31-SG,,EQ,NSE,NSE
95766,1872897,70NL31A-SG,,EQ,NSE,NSE
95767,1289217,70RJ31-SG,,EQ,NSE,NSE
95768,1366017,70TN31-SG,,EQ,NSE,NSE
95769,1425409,70TS36-SG,,EQ,NSE,NSE
95770,570113,70TS51-SG,,EQ,NSE,NSE
95771,1290241,70UK31-SG,,EQ,NSE,NSE
95772,5654529,70UP30-SG,,EQ,NSE,NSE
95773,1339137,70WB31-SG,,EQ,NSE,NSE
95774,1659393,70WB31A-SG,,EQ,NSE,NSE
95775,5145345,710GJ30-SG,,EQ,NSE,NSE
95776,2316033,710GS2029-GS,,EQ,NSE,NSE
95777,5673985,710UK30-SG,,EQ,NSE,NSE
95778,5653249,710UP30-SG,,EQ,NSE,NSE
95779,5145601,711AS30-SG,,EQ,NSE,NSE
95780,5672193,711CG30-SG,,EQ,NSE,NSE
95781,696577,711GJ31-SG,,EQ,NSE,NSE
95782,5130497,711HP28-SG,,EQ,NSE,NSE
95783,5130241,711HP30-SG,,EQ,NSE,NSE
95784,2287361,711MH29-SG,,EQ,NSE,NSE
95785,5622529,711MP30-SG,,EQ,NSE,NSE
95786,5637121,711MZ30-SG,,EQ,NSE,NSE
95787,5675265,711UK30-SG,,EQ,NSE,NSE
95788,1290497,712AP35-SG,,EQ,NSE,NSE
95789,1225985,712AP37-SG,,EQ,NSE,NSE
95790,1968897,712AS32-SG,,EQ,NSE,NSE
95791,2123521,712AS32A-SG,,EQ,NSE,NSE
95792,2130945,712GJ32-SG,,EQ,NSE,NSE
95793,5318401,712HR40-SG,,EQ,NSE,NSE
95794,2133505,712JK37-SG,,EQ,NSE,NSE
95795,1929985,712KA34-SG,,EQ,NSE,NSE
95796,2098177,712KA37-SG,,EQ,NSE,NSE
95797,5623297,712MP35-SG,,EQ,NSE,NSE
95798,1280769,712MZ34-SG,,EQ,NSE,NSE
95799,2098433,712PN37-SG,,EQ,NSE,NSE
95800,2138113,712TN30-SG,,EQ,NSE,NSE
95801,1973505,712UP32-SG,,EQ,NSE,NSE
95802,1932289,712WB36-SG,,EQ,NSE,NSE
95803,1418753,712WB51-SG,,EQ,NSE,NSE
95804,1220097,713AP36-SG,,EQ,NSE,NSE
95805,1564673,713AP36A-SG,,EQ,NSE,NSE
95806,2133761,713AP39-SG,,EQ,NSE,NSE
95807,2097409,713AP40-SG,,EQ,NSE,NSE
95808,2097665,713AP41-SG,,EQ,NSE,NSE
95809,2124289,713BR32-SG,,EQ,NSE,NSE
95810,1969153,713HR32-SG,,EQ,NSE,NSE
95811,2134017,713HR42-SG,,EQ,NSE,NSE
95812,2097153,713JK34-SG,,EQ,NSE,NSE
95813,2125057,713KA38-SG,,EQ,NSE,NSE
95814,2125313,713KA39-SG,,EQ,NSE,NSE
95815,1253633,713KL46-SG,,EQ,NSE,NSE
95816,2222081,713RJ29-SG,,EQ,NSE,NSE
95817,684289,713RJ31-SG,,EQ,NSE,NSE
95818,1246465,713RJ41-SG,,EQ,NSE,NSE
95819,2193921,713TN30-SG,,EQ,NSE,NSE
95820,2098689,713TN47-SG,,EQ,NSE,NSE
95821,2133249,713TS34-SG,,EQ,NSE,NSE
95822,2124545,713TS37-SG,,EQ,NSE,NSE
95823,5124865,714AP34-SG,,EQ,NSE,NSE
95824,1930241,714AP35-SG,,EQ,NSE,NSE
95825,1291265,714AP36-SG,,EQ,NSE,NSE
95826,1339905,714AP37-SG,,EQ,NSE,NSE
95827,1932545,714AP40-SG,,EQ,NSE,NSE
95828,1340417,714AP41-SG,,EQ,NSE,NSE
95829,1565441,714AP41A-SG,,EQ,NSE,NSE
95830,1932801,714AP41B-SG,,EQ,NSE,NSE
95831,5124097,714BR30-SG,,EQ,NSE,NSE
95832,5290753,714GA30-SG,,EQ,NSE,NSE
95833,1929217,714HP33-SG,,EQ,NSE,NSE
95834,702209,714HR31-SG,,EQ,NSE,NSE
95835,1931009,714JK36-SG,,EQ,NSE,NSE
95836,5687809,714KA29-SG,,EQ,NSE,NSE
95837,5689601,714KA29A-SG,,EQ,NSE,NSE
95838,2000129,714KA32-SG,,EQ,NSE,NSE
95839,1930497,714KL35-SG,,EQ,NSE,NSE
95840,5616897,714MH29-SG,,EQ,NSE,NSE
95841,1973249,714PN32-SG,,EQ,NSE,NSE
95842,1931265,714PN36-SG,,EQ,NSE,NSE
95843,5650945,714RJ30-SG,,EQ,NSE,NSE
95844,2001665,714RJ32-SG,,EQ,NSE,NSE
95845,5671425,714SK30-SG,,EQ,NSE,NSE
95846,2131201,714TN32-SG,,EQ,NSE,NSE
95847,1929729,714TS33-SG,,EQ,NSE,NSE
95848,1340673,714TS41-SG,,EQ,NSE,NSE
95849,5656321,714UP30-SG,,EQ,NSE,NSE
95850,1973761,714WB32-SG,,EQ,NSE,NSE
95851,5317633,715AP31-SG,,EQ,NSE,NSE
95852,5317889,715AP32-SG,,EQ,NSE,NSE
95853,5355265,715AP36-SG,,EQ,NSE,NSE
95854,1281025,715AP37-SG,,EQ,NSE,NSE
95855,5259777,715GA30-SG,,EQ,NSE,NSE
95856,2131457,715GA32-SG,,EQ,NSE,NSE
95857,2389249,715HR28-SG,,EQ,NSE,NSE
95858,116993,715JK32-SG,,EQ,NSE,NSE
95859,5645825,715RJ30-SG,,EQ,NSE,NSE
95860,651521,715RJ31-SG,,EQ,NSE,NSE
95861,702465,715RJ31A-SG,,EQ,NSE,NSE
95862,5662721,715TN27-SG,,EQ,NSE,NSE
95863,2002177,715UP32-SG,,EQ,NSE,NSE
95864,5670401,715WB35-SG,,EQ,NSE,NSE
95865,702977,716GA31-SG,,EQ,NSE,NSE
95866,1800961,716GS2023-GS,,EQ,NSE,NSE
95867,4751617,716GS2050-GS,,EQ,NSE,NSE
95868,5336321,716KA30-SG,,EQ,NSE,NSE
95869,2096641,716KA36-SG,,EQ,NSE,NSE
95870,5609985,716KL30-SG,,EQ,NSE,NSE
95871,705537,716ML31-SG,,EQ,NSE,NSE
95872,5655041,716UP29-SG,,EQ,NSE,NSE
95873,706305,716UP31-SG,,EQ,NSE,NSE
95874,652289,717AS31-SG,,EQ,NSE,NSE
95875,5687297,717BR30-SG,,EQ,NSE,NSE
95876,5689089,717BR30A-SG,,EQ,NSE,NSE
95877,2131713,717BR32-SG,,EQ,NSE,NSE
95878,5672961,717CG30-SG,,EQ,NSE,NSE
95879,5686785,717GJ30-SG,,EQ,NSE,NSE
95880,5688833,717GJ30A-SG,,EQ,NSE,NSE
95881,1845249,717GS2028-GS,,EQ,NSE,NSE
95882,5336577,717HP30-SG,,EQ,NSE,NSE
95883,5199361,717HR29-SG,,EQ,NSE,NSE
95884,5337345,717HR30-SG,,EQ,NSE,NSE
95885,5266689,717KA29-SG,,EQ,NSE,NSE
95886,5355009,717KA30-SG,,EQ,NSE,NSE
95887,2132225,717KL32-SG,,EQ,NSE,NSE
95888,653057,717ML31-SG,,EQ,NSE,NSE
95889,5625857,717MP29-SG,,EQ,NSE,NSE
95890,5625089,717MP35-SG,,EQ,NSE,NSE
95891,5686273,717PN30-SG,,EQ,NSE,NSE
95892,5688321,717PN30A-SG,,EQ,NSE,NSE
95893,5643265,717RJ30-SG,,EQ,NSE,NSE
95894,2132737,717RJ32-SG,,EQ,NSE,NSE
95895,5663489,717TN29-SG,,EQ,NSE,NSE
95896,2222337,717TN30-SG,,EQ,NSE,NSE
95897,5667841,717TR30-SG,,EQ,NSE,NSE
95898,1303041,717TS41-SG,,EQ,NSE,NSE
95899,5674753,717UK29-SG,,EQ,NSE,NSE
95900,685057,717UP31-SG,,EQ,NSE,NSE
95901,2132993,717WB32-SG,,EQ,NSE,NSE
95902,5199105,718AP28-SG,,EQ,NSE,NSE
95903,5125121,718AP33-SG,,EQ,NSE,NSE
95904,1974529,718AP40-SG,,EQ,NSE,NSE
95905,5199617,718AS29-SG,,EQ,NSE,NSE
95906,5157377,718AS30-SG,,EQ,NSE,NSE
95907,5147905,718BR30-SG,,EQ,NSE,NSE
95908,5673217,718CG27-SG,,EQ,NSE,NSE
95909,5673729,718CG30-SG,,EQ,NSE,NSE
95910,5298177,718GJ30-SG,,EQ,NSE,NSE
95911,5147649,718HP32-SG,,EQ,NSE,NSE
95912,616193,718HR41-SG,,EQ,NSE,NSE
95913,1969665,718KA33-SG,,EQ,NSE,NSE
95914,5609473,718KL29-SG,,EQ,NSE,NSE
95915,2287105,718MH30-SG,,EQ,NSE,NSE
95916,685825,718MN31-SG,,EQ,NSE,NSE
95917,5624833,718MP30-SG,,EQ,NSE,NSE
95918,5647361,718RJ29-SG,,EQ,NSE,NSE
95919,5650433,718RJ30-SG,,EQ,NSE,NSE
95920,686337,718SK31-SG,,EQ,NSE,NSE
95921,1968641,718TS33-SG,,EQ,NSE,NSE
95922,1254401,718TS51-SG,,EQ,NSE,NSE
95923,5686529,718UP30-SG,,EQ,NSE,NSE
95924,5688577,718UP30A-SG,,EQ,NSE,NSE
95925,5668865,718WB35-SG,,EQ,NSE,NSE
95926,5157633,719AP34-SG,,EQ,NSE,NSE
95927,1281281,719AP38-SG,,EQ,NSE,NSE
95928,4729345,719GS2060-GS,,EQ,NSE,NSE
95929,5365505,719JK29-SG,,EQ,NSE,NSE
95930,708609,719KA39-SG,,EQ,NSE,NSE
95931,709377,719KA40-SG,,EQ,NSE,NSE
95932,1402625,719KL51-SG,,EQ,NSE,NSE
95933,1253121,719ML41-SG,,EQ,NSE,NSE
95934,5623553,719MP40-SG,,EQ,NSE,NSE
95935,1974785,719PN37-SG,,EQ,NSE,NSE
95936,610305,719SK31-SG,,EQ,NSE,NSE
95937,5664001,719TN30-SG,,EQ,NSE,NSE
95938,2173697,719TN32-SG,,EQ,NSE,NSE
95939,5660161,719TN35-SG,,EQ,NSE,NSE
95940,2134273,719TN42-SG,,EQ,NSE,NSE
95941,5655553,719UP29-SG,,EQ,NSE,NSE
95942,653313,719UP31-SG,,EQ,NSE,NSE
95943,5669889,719WB29-SG,,EQ,NSE,NSE
95944,707073,719WB36-SG,,EQ,NSE,NSE
95945,120065,71AP37-SG,,EQ,NSE,NSE
95946,5124609,71JK30-SG,,EQ,NSE,NSE
95947,1252865,71JK33-SG,,EQ,NSE,NSE
95948,1367553,71JK33A-SG,,EQ,NSE,NSE
95949,1969409,71KA32-SG,,EQ,NSE,NSE
95950,80129,71MH32-SG,,EQ,NSE,NSE
95951,1339393,71MH36-SG,,EQ,NSE,NSE
95952,2122753,71TN32-SG,,EQ,NSE,NSE
95953,5670657,71WB30-SG,,EQ,NSE,NSE
95954,5252609,720AR30-SG,,EQ,NSE,NSE
95955,5211649,720AS30-SG,,EQ,NSE,NSE
95956,5634561,720ML30-SG,,EQ,NSE,NSE
95957,5635841,720MZ30-SG,,EQ,NSE,NSE
95958,5267201,721AP31-SG,,EQ,NSE,NSE
95959,2051073,721KA32-SG,,EQ,NSE,NSE
95960,5626113,721MP34-SG,,EQ,NSE,NSE
95961,5638145,721PY28-SG,,EQ,NSE,NSE
95962,2051329,721RJ32-SG,,EQ,NSE,NSE
95963,5667585,721TR29-SG,,EQ,NSE,NSE
95964,5639937,722AP28-SG,,EQ,NSE,NSE
95965,5639681,722AP30-SG,,EQ,NSE,NSE
95966,5687041,722AP31-SG,,EQ,NSE,NSE
95967,5640193,722AP31A-SG,,EQ,NSE,NSE
95968,613121,722AP37-SG,,EQ,NSE,NSE
95969,1975041,722AP42-SG,,EQ,NSE,NSE
95970,5354241,722AS29-SG,,EQ,NSE,NSE
95971,5337601,722AS30-SG,,EQ,NSE,NSE
95972,5354497,722GA29-SG,,EQ,NSE,NSE
95973,1972993,722KA35-SG,,EQ,NSE,NSE
95974,613889,722KA38-SG,,EQ,NSE,NSE
95975,659969,722KA38A-SG,,EQ,NSE,NSE
95976,5604609,722PN32-SG,,EQ,NSE,NSE
95977,2173953,722RJ32-SG,,EQ,NSE,NSE
95978,617729,722RJ41-SG,,EQ,NSE,NSE
95979,5654785,722UP30-SG,,EQ,NSE,NSE
95980,2014977,723GA32-SG,,EQ,NSE,NSE
95981,5557761,723KA28-SG,,EQ,NSE,NSE
95982,2010881,723MN32-SG,,EQ,NSE,NSE
95983,654593,723PN31-SG,,EQ,NSE,NSE
95984,2194689,723TN32-SG,,EQ,NSE,NSE
95985,5669633,723WB30-SG,,EQ,NSE,NSE
95986,2011393,723WB32-SG,,EQ,NSE,NSE
95987,617985,723WB41-SG,,EQ,NSE,NSE
95988,5540865,724AP33-SG,,EQ,NSE,NSE
95989,5541121,724AP35-SG,,EQ,NSE,NSE
95990,1974017,724AP38-SG,,EQ,NSE,NSE
95991,5354753,724AS30-SG,,EQ,NSE,NSE
95992,611585,724AS31-SG,,EQ,NSE,NSE
95993,2014721,724BR32-SG,,EQ,NSE,NSE
95994,5419265,724GJ29-SG,,EQ,NSE,NSE
95995,5252865,724HR29-SG,,EQ,NSE,NSE
95996,656129,724JK36-SG,,EQ,NSE,NSE
95997,688897,724KA37-SG,,EQ,NSE,NSE
95998,689409,724KA38-SG,,EQ,NSE,NSE
95999,2022145,724RJ32-SG,,EQ,NSE,NSE
96000,2082817,724RJ32A-SG,,EQ,NSE,NSE
96001,2194945,724RJ32B-SG,,EQ,NSE,NSE
96002,655361,724RJ36-SG,,EQ,NSE,NSE
96003,2174209,724SK32-SG,,EQ,NSE,NSE
96004,2023425,724TN32-SG,,EQ,NSE,NSE
96005,1303297,724TN51-SG,,EQ,NSE,NSE
96006,1291521,724TS51-SG,,EQ,NSE,NSE
96007,2011137,724UP32-SG,,EQ,NSE,NSE
96008,2138625,725GJ32-SG,,EQ,NSE,NSE
96009,2138881,725HR32-SG,,EQ,NSE,NSE
96010,2139905,725MZ34-SG,,EQ,NSE,NSE
96011,5560577,725PN25-SG,,EQ,NSE,NSE
96012,5664513,725TN27-SG,,EQ,NSE,NSE
96013,2139393,725TN32-SG,,EQ,NSE,NSE
96014,5685761,725TS28-SG,,EQ,NSE,NSE
96015,660737,725TS41-SG,,EQ,NSE,NSE
96016,2024193,725UK32-SG,,EQ,NSE,NSE
96017,680193,725WB41-SG,,EQ,NSE,NSE
96018,5384705,726AS29-SG,,EQ,NSE,NSE
96019,5384193,726GJ29-SG,,EQ,NSE,NSE
96020,2054913,726GS2029-GS,,EQ,NSE,NSE
96021,2195201,726HR32-SG,,EQ,NSE,NSE
96022,5682177,726JH27-SG,,EQ,NSE,NSE
96023,5652993,726UP29-SG,,EQ,NSE,NSE
96024,5669377,726WB34-SG,,EQ,NSE,NSE
96025,2021633,727AR32-SG,,EQ,NSE,NSE
96026,5516801,727AS29-SG,,EQ,NSE,NSE
96027,2441473,727GS2026-GS,,EQ,NSE,NSE
96028,2392065,727HR30-SG,,EQ,NSE,NSE
96029,5617153,727MH30-SG,,EQ,NSE,NSE
96030,2195457,727ML32-SG,,EQ,NSE,NSE
96031,686849,727MZ33-SG,,EQ,NSE,NSE
96032,5640705,727RJ29-SG,,EQ,NSE,NSE
96033,5648385,727RJ30-SG,,EQ,NSE,NSE
96034,2022401,727SK32-SG,,EQ,NSE,NSE
96035,5430785,728GJ29-SG,,EQ,NSE,NSE
96036,688129,728JH36-SG,,EQ,NSE,NSE
96037,2140161,728JH37-SG,,EQ,NSE,NSE
96038,5541377,728JK30-SG,,EQ,NSE,NSE
96039,5608449,728KL30-SG,,EQ,NSE,NSE
96040,5671681,728SK30-SG,,EQ,NSE,NSE
96041,2000641,728TS35-SG,,EQ,NSE,NSE
96042,5657089,728UP29-SG,,EQ,NSE,NSE
96043,2023681,728UP32-SG,,EQ,NSE,NSE
96044,5540609,729AP30-SG,,EQ,NSE,NSE
96045,2286081,729AP34-SG,,EQ,NSE,NSE
96046,5540353,729BR30-SG,,EQ,NSE,NSE
96047,5687553,729GA29-SG,,EQ,NSE,NSE
96048,5689345,729GA29A-SG,,EQ,NSE,NSE
96049,2222849,729GJ32-SG,,EQ,NSE,NSE
96050,2002689,729KA34-SG,,EQ,NSE,NSE
96051,656897,729KA36-SG,,EQ,NSE,NSE
96052,659201,729KA37-SG,,EQ,NSE,NSE
96053,679937,729KA39-SG,,EQ,NSE,NSE
96054,5635329,729ML29-SG,,EQ,NSE,NSE
96055,5626881,729MP30-SG,,EQ,NSE,NSE
96056,5619201,729MP35-SG,,EQ,NSE,NSE
96057,2021889,729MZ33-SG,,EQ,NSE,NSE
96058,5631489,729NL29-SG,,EQ,NSE,NSE
96059,2223105,729RJ32-SG,,EQ,NSE,NSE
96060,688641,729TR36-SG,,EQ,NSE,NSE
96061,5675777,729UK29-SG,,EQ,NSE,NSE
96062,5657345,729UP29-SG,,EQ,NSE,NSE
96063,5671169,729WB29-SG,,EQ,NSE,NSE
96064,5266945,72AP30-SG,,EQ,NSE,NSE
96065,5365761,72AS29-SG,,EQ,NSE,NSE
96066,610817,72GA31-SG,,EQ,NSE,NSE
96067,5336065,72HP35-SG,,EQ,NSE,NSE
96068,612097,72JH35-SG,,EQ,NSE,NSE
96069,5199873,72JK29-SG,,EQ,NSE,NSE
96070,5124353,72KA31-SG,,EQ,NSE,NSE
96071,1254145,72KL56-SG,,EQ,NSE,NSE
96072,5634817,72ML29-SG,,EQ,NSE,NSE
96073,5636609,72MZ29-SG,,EQ,NSE,NSE
96074,5630977,72NL29-SG,,EQ,NSE,NSE
96075,661505,72RJ46-SG,,EQ,NSE,NSE
96076,5663745,72TN31-SG,,EQ,NSE,NSE
96077,680705,72TS51-SG,,EQ,NSE,NSE
96078,611073,72UP31-SG,,EQ,NSE,NSE
96079,5668353,72WB30-SG,,EQ,NSE,NSE
96080,5430529,730AS29-SG,,EQ,NSE,NSE
96081,5542657,730JK29-SG,,EQ,NSE,NSE
96082,2083073,730KA32-SG,,EQ,NSE,NSE
96083,5604865,730PN31-SG,,EQ,NSE,NSE
96084,5670913,730WB29-SG,,EQ,NSE,NSE
96085,2141697,731AP42-SG,,EQ,NSE,NSE
96086,2000897,731KA35-SG,,EQ,NSE,NSE
96087,2223617,731KL32-SG,,EQ,NSE,NSE
96088,2002433,731PY35-SG,,EQ,NSE,NSE
96089,5684737,731TS60-SG,,EQ,NSE,NSE
96090,5668097,731WB34-SG,,EQ,NSE,NSE
96091,2083329,732AS32-SG,,EQ,NSE,NSE
96092,2118145,732GS2024-GS,,EQ,NSE,NSE
96093,2049537,732KA34-SG,,EQ,NSE,NSE
96094,2224129,733AS32-SG,,EQ,NSE,NSE
96095,2011649,733KA37-SG,,EQ,NSE,NSE
96096,2011905,733KA40-SG,,EQ,NSE,NSE
96097,2012417,733MP42-SG,,EQ,NSE,NSE
96098,2049793,733TN52-SG,,EQ,NSE,NSE
96099,2142977,733TN52A-SG,,EQ,NSE,NSE
96100,5661441,733TN54-SG,,EQ,NSE,NSE
96101,2143233,733TN57-SG,,EQ,NSE,NSE
96102,2286593,734AP40-SG,,EQ,NSE,NSE
96103,2225153,734GA32-SG,,EQ,NSE,NSE
96104,2083841,734MN32-SG,,EQ,NSE,NSE
96105,2225921,734MN32A-SG,,EQ,NSE,NSE
96106,2226689,734NL32-SG,,EQ,NSE,NSE
96107,612865,734TR36-SG,,EQ,NSE,NSE
96108,2015745,734TS34-SG,,EQ,NSE,NSE
96109,2174721,734TS35-SG,,EQ,NSE,NSE
96110,2224385,734UK32-SG,,EQ,NSE,NSE
96111,2225409,734UP32-SG,,EQ,NSE,NSE
96112,5673473,735CG30-SG,,EQ,NSE,NSE
96113,1775617,735GS2024-GS,,EQ,NSE,NSE
96114,2175489,735JH38-SG,,EQ,NSE,NSE
96115,2015233,735KA36-SG,,EQ,NSE,NSE
96116,614401,735KA39-SG,,EQ,NSE,NSE
96117,615425,735KA40-SG,,EQ,NSE,NSE
96118,5627393,735MP29-SG,,EQ,NSE,NSE
96119,5639169,735PY30-SG,,EQ,NSE,NSE
96120,2139649,735PY33-SG,,EQ,NSE,NSE
96121,2226945,735SK32-SG,,EQ,NSE,NSE
96122,5685249,735TS30-SG,,EQ,NSE,NSE
96123,5683713,735UK30-SG,,EQ,NSE,NSE
96124,2227713,735UP34-SG,,EQ,NSE,NSE
96125,5677313,735WB30-SG,,EQ,NSE,NSE
96126,2024961,736KA39-SG,,EQ,NSE,NSE
96127,2227969,736TS36-SG,,EQ,NSE,NSE
96128,2227457,736WB32-SG,,EQ,NSE,NSE
96129,2079233,737AP38-SG,,EQ,NSE,NSE
96130,2079489,737AP42-SG,,EQ,NSE,NSE
96131,1846785,737GS2023-GS,,EQ,NSE,NSE
96132,5682433,737JH31-SG,,EQ,NSE,NSE
96133,2024449,737KA38-SG,,EQ,NSE,NSE
96134,2231809,737PN42-SG,,EQ,NSE,NSE
96135,2195969,737RJ34-SG,,EQ,NSE,NSE
96136,2078977,737TS36-SG,,EQ,NSE,NSE
96137,2174977,739JK37-SG,,EQ,NSE,NSE
96138,2232065,739TN42-SG,,EQ,NSE,NSE
96139,2176513,739TN52-SG,,EQ,NSE,NSE
96140,5683969,739TS59-SG,,EQ,NSE,NSE
96141,2228481,739UP37-SG,,EQ,NSE,NSE
96142,5389057,73HP30-SG,,EQ,NSE,NSE
96143,5559553,73PN34-SG,,EQ,NSE,NSE
96144,5648897,73RJ30-SG,,EQ,NSE,NSE
96145,2223361,73TN32-SG,,EQ,NSE,NSE
96146,5655297,73UP30-SG,,EQ,NSE,NSE
96147,2176257,741PN42-SG,,EQ,NSE,NSE
96148,2196225,742KL34-SG,,EQ,NSE,NSE
96149,2141185,743HR41-SG,,EQ,NSE,NSE
96150,2198273,743TN47-SG,,EQ,NSE,NSE
96151,5686017,743TS54-SG,,EQ,NSE,NSE
96152,2232577,744AP42-SG,,EQ,NSE,NSE
96153,2078721,744KA35-SG,,EQ,NSE,NSE
96154,2392321,745AP37-SG,,EQ,NSE,NSE
96155,5190913,745GJ30-SG,,EQ,NSE,NSE
96156,5641217,745RJ30-SG,,EQ,NSE,NSE
96157,5674241,745UK30-SG,,EQ,NSE,NSE
96158,2439681,746AP27-SG,,EQ,NSE,NSE
96159,2175745,746WB40-SG,,EQ,NSE,NSE
96160,2140929,748AP38-SG,,EQ,NSE,NSE
96161,2329345,748PN42-SG,,EQ,NSE,NSE
96162,2025217,748WB37-SG,,EQ,NSE,NSE
96163,1759745,74GS2035-GS,,EQ,NSE,NSE
96164,2196481,74HR37-SG,,EQ,NSE,NSE
96165,2230529,74KL37-SG,,EQ,NSE,NSE
96166,2199041,74TN42-SG,,EQ,NSE,NSE
96167,2197505,74WB38-SG,,EQ,NSE,NSE
96168,5191169,750AS30-SG,,EQ,NSE,NSE
96169,5175809,750GA30-SG,,EQ,NSE,NSE
96170,5636097,750MZ30-SG,,EQ,NSE,NSE
96171,5659393,750TN29-SG,,EQ,NSE,NSE
96172,5680385,750TS28-SG,,EQ,NSE,NSE
96173,2297345,752AP38-SG,,EQ,NSE,NSE
96174,2298113,752AP42-SG,,EQ,NSE,NSE
96175,2453761,754GS2036-GS,,EQ,NSE,NSE
96176,2571777,757GS2033-GS,,EQ,NSE,NSE
96177,5672449,759CG30-SG,,EQ,NSE,NSE
96178,1827585,759GS2026-GS,,EQ,NSE,NSE
96179,1825281,759GS2029-GS,,EQ,NSE,NSE
96180,1759489,75GS2034-GS,,EQ,NSE,NSE
96181,5667073,75TR30-SG,,EQ,NSE,NSE
96182,1828353,761GS2030-GS,,EQ,NSE,NSE
96183,2415361,761MH29-SG,,EQ,NSE,NSE
96184,2441729,762GS2039-GS,,EQ,NSE,NSE
96185,2481921,762MH30-SG,,EQ,NSE,NSE
96186,2439937,763AP30-SG,,EQ,NSE,NSE
96187,2536193,763GS2059-GS,,EQ,NSE,NSE
96188,2414849,763HR29-SG,,EQ,NSE,NSE
96189,2415873,763MH30-SG,,EQ,NSE,NSE
96190,5265921,764AR30-SG,,EQ,NSE,NSE
96191,5266177,764GA30-SG,,EQ,NSE,NSE
96192,5680129,765TS30-SG,,EQ,NSE,NSE
96193,5654017,765UP30-SG,,EQ,NSE,NSE
96194,2482177,767AP31-SG,,EQ,NSE,NSE
96195,1822977,768GS2023-GS,,EQ,NSE,NSE
96196,2531329,769GS2043-GS,,EQ,NSE,NSE
96197,2485249,769MZ31-SG,,EQ,NSE,NSE
96198,5615105,76MH30-SG,,EQ,NSE,NSE
96199,2488833,770MH32-SG,,EQ,NSE,NSE
96200,2486017,771AP32-SG,,EQ,NSE,NSE
96201,1823489,772GS2025-GS,,EQ,NSE,NSE
96202,2458625,772GS2049-GS,,EQ,NSE,NSE
96203,1826817,772GS2055-GS,,EQ,NSE,NSE
96204,2487553,772JK32-SG,,EQ,NSE,NSE
96205,2489345,772MH34-SG,,EQ,NSE,NSE
96206,2487809,772MN32-SG,,EQ,NSE,NSE
96207,2489601,772RJ35-SG,,EQ,NSE,NSE
96208,5388545,773GJ29-SG,,EQ,NSE,NSE
96209,1824513,773GS2034-GS,,EQ,NSE,NSE
96210,2416897,773HR33-SG,,EQ,NSE,NSE
96211,2488065,773WB32-SG,,EQ,NSE,NSE
96212,2417665,774HR35-SG,,EQ,NSE,NSE
96213,5658625,775TN30-SG,,EQ,NSE,NSE
96214,2416129,776AP32-SG,,EQ,NSE,NSE
96215,2418945,776PN37-SG,,EQ,NSE,NSE
96216,2419201,778AP41-SG,,EQ,NSE,NSE
96217,2419457,778AP42-SG,,EQ,NSE,NSE
96218,5614849,778MH29-SG,,EQ,NSE,NSE
96219,2440193,77RJ32-SG,,EQ,NSE,NSE
96220,5388801,780AP33-SG,,EQ,NSE,NSE
96221,5176065,780HR30-SG,,EQ,NSE,NSE
96222,5366785,780KA30-SG,,EQ,NSE,NSE
96223,5616641,783MH30-SG,,EQ,NSE,NSE
96224,5683457,785UK30-SG,,EQ,NSE,NSE
96225,5388033,788GA30-SG,,EQ,NSE,NSE
96226,1823233,788GS2030-GS,,EQ,NSE,NSE
96227,5648641,788RJ32-SG,,EQ,NSE,NSE
96228,5647617,790RJ26-SG,,EQ,NSE,NSE
96229,5607425,791KL30-SG,,EQ,NSE,NSE
96230,5367041,793KA31-SG,,EQ,NSE,NSE
96231,5653505,793UP30-SG,,EQ,NSE,NSE
96232,1749761,795GS2032-GS,,EQ,NSE,NSE
96233,5387777,795JK30-SG,,EQ,NSE,NSE
96234,5366017,798AP31-SG,,EQ,NSE,NSE
96235,5684481,799TS30-SG,,EQ,NSE,NSE
96236,5684225,799TS35-SG,,EQ,NSE,NSE
96237,5676801,799WB35-SG,,EQ,NSE,NSE
96238,1764865,808GS2022-GS,,EQ,NSE,NSE
96239,5630721,80NL30-SG,,EQ,NSE,NSE
96240,5682945,810JH32-SG,,EQ,NSE,NSE
96241,5607681,810KL32-SG,,EQ,NSE,NSE
96242,1766401,813GS2022-GS,,EQ,NSE,NSE
96243,1823745,813GS2045-GS,,EQ,NSE,NSE
96244,1796353,815GS2022A-GS,,EQ,NSE,NSE
96245,1821185,815GS2026-GS,,EQ,NSE,NSE
96246,5678337,815JK30-SG,,EQ,NSE,NSE
96247,1821441,817GS2044-GS,,EQ,NSE,NSE
96248,1762305,824GS2027-GS,,EQ,NSE,NSE
96249,1819137,824GS2033-GS,,EQ,NSE,NSE
96250,1765889,826GS2027-GS,,EQ,NSE,NSE
96251,1771777,828GS2027-GS,,EQ,NSE,NSE
96252,1762561,828GS2032-GS,,EQ,NSE,NSE
96253,1798145,82GS2025-GS,,EQ,NSE,NSE
96254,5647873,831RJ27-SG,,EQ,NSE,NSE
96255,1766145,832GS2032-GS,,EQ,NSE,NSE
96256,1796865,833GS2026-GS,,EQ,NSE,NSE
96257,1772033,833GS2032-GS,,EQ,NSE,NSE
96258,1762049,833GS2036-GS,,EQ,NSE,NSE
96259,1787137,83GS2040-GS,,EQ,NSE,NSE
